row_id,label,sample,group,source_path,source_sha256,official_split,split_1,split_2,split_3,split_4
1341,cork,a,8ec29e7acc6e7e01d0c1365605e88e17a6d3d79406a63f61b887a5e8314be6b0,data/KTH-TIPS2-b/cork/sample_a/16a-scale_4_im_7_col.png,8ec29e7acc6e7e01d0c1365605e88e17a6d3d79406a63f61b887a5e8314be6b0,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1342,cork,a,9b2d2df920c5659a24a787bae32a2bcfeb7b7a474e83fe12eb74a414ec6d9dc8,data/KTH-TIPS2-b/cork/sample_a/16a-scale_4_im_8_col.png,9b2d2df920c5659a24a787bae32a2bcfeb7b7a474e83fe12eb74a414ec6d9dc8,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1343,cork,a,30793459d92cfc94ce788bd9f6db45045d18520b3c9925eb33237ff3ea2745db,data/KTH-TIPS2-b/cork/sample_a/16a-scale_4_im_9_col.png,30793459d92cfc94ce788bd9f6db45045d18520b3c9925eb33237ff3ea2745db,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1344,cork,a,39722df1b3e350e44deae1cfb736cf9e1037614b48061cb7f350e41d0de4eeb4,data/KTH-TIPS2-b/cork/sample_a/16a-scale_5_im_10_col.png,39722df1b3e350e44deae1cfb736cf9e1037614b48061cb7f350e41d0de4eeb4,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1345,cork,a,f5ec56237c9247ec3a1eab91bc1738757c10620f5be8c67c7f4734032cda0496,data/KTH-TIPS2-b/cork/sample_a/16a-scale_5_im_11_col.png,f5ec56237c9247ec3a1eab91bc1738757c10620f5be8c67c7f4734032cda0496,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1346,cork,a,38ed10486e53ef418954ce3ecade058374522f4b1bbf1641a93032ea854deaee,data/KTH-TIPS2-b/cork/sample_a/16a-scale_5_im_12_col.png,38ed10486e53ef418954ce3ecade058374522f4b1bbf1641a93032ea854deaee,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1347,cork,a,245a6316b57c3d7897887c36b06fc9299d38e7f5a597128a930469c2bc063a41,data/KTH-TIPS2-b/cork/sample_a/16a-scale_5_im_1_col.png,245a6316b57c3d7897887c36b06fc9299d38e7f5a597128a930469c2bc063a41,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1348,cork,a,a350d9424ab9931226550614cdf1f1094cb3088c640b10c0c0ce73795fa5bd48,data/KTH-TIPS2-b/cork/sample_a/16a-scale_5_im_2_col.png,a350d9424ab9931226550614cdf1f1094cb3088c640b10c0c0ce73795fa5bd48,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1349,cork,a,75d419e273ff722d2f31904997d843552078d6efd030714b3b080246f8cdde68,data/KTH-TIPS2-b/cork/sample_a/16a-scale_5_im_3_col.png,75d419e273ff722d2f31904997d843552078d6efd030714b3b080246f8cdde68,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1350,cork,a,2a8ecf2a2fd83f1268dcc2be71d0e71655b5890f1fdfb900bac4434e21db6170,data/KTH-TIPS2-b/cork/sample_a/16a-scale_5_im_4_col.png,2a8ecf2a2fd83f1268dcc2be71d0e71655b5890f1fdfb900bac4434e21db6170,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1351,cork,a,daa33358e776d9509d012954525292aeaf9933f654f1ea9d8141c4b1c1f6daa6,data/KTH-TIPS2-b/cork/sample_a/16a-scale_5_im_5_col.png,daa33358e776d9509d012954525292aeaf9933f654f1ea9d8141c4b1c1f6daa6,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1352,cork,a,c389045bd5957769a45d5ebb1fabb0b22f936f1aab3371793302213b8ed8ff19,data/KTH-TIPS2-b/cork/sample_a/16a-scale_5_im_6_col.png,c389045bd5957769a45d5ebb1fabb0b22f936f1aab3371793302213b8ed8ff19,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1353,cork,a,436d1df891e0ea7c5f91a0c775113c2948c114a52c12fbae428cb9fc201df8b1,data/KTH-TIPS2-b/cork/sample_a/16a-scale_5_im_7_col.png,436d1df891e0ea7c5f91a0c775113c2948c114a52c12fbae428cb9fc201df8b1,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1354,cork,a,fe340586843ab34f20ad6728c5c02f1a347cd20acba26b7e3993e487b1f19f13,data/KTH-TIPS2-b/cork/sample_a/16a-scale_5_im_8_col.png,fe340586843ab34f20ad6728c5c02f1a347cd20acba26b7e3993e487b1f19f13,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1355,cork,a,3dbe81756363a1fe0f3f861bdde48edd54f477f613e9a6b427f71814495eba78,data/KTH-TIPS2-b/cork/sample_a/16a-scale_5_im_9_col.png,3dbe81756363a1fe0f3f861bdde48edd54f477f613e9a6b427f71814495eba78,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1356,cork,a,42a2e594dd3f65b18f801d99c6b25d6d1310438302dccf65f6318418f31fcd13,data/KTH-TIPS2-b/cork/sample_a/16a-scale_6_im_10_col.png,42a2e594dd3f65b18f801d99c6b25d6d1310438302dccf65f6318418f31fcd13,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1357,cork,a,f49221ce8d5cd1b7cb7caf8578ebf48f3987ed8508d82bd20b97c1f1b7518f70,data/KTH-TIPS2-b/cork/sample_a/16a-scale_6_im_11_col.png,f49221ce8d5cd1b7cb7caf8578ebf48f3987ed8508d82bd20b97c1f1b7518f70,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1358,cork,a,bbdb3df1863d3654cd40277f4da2ab03f365fe62eaae865aa4dc9c94bd33bed1,data/KTH-TIPS2-b/cork/sample_a/16a-scale_6_im_12_col.png,bbdb3df1863d3654cd40277f4da2ab03f365fe62eaae865aa4dc9c94bd33bed1,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1359,cork,a,1853a2fbc1777b4f861e9f872021722579c9efddc572ec561b0603908f7ff529,data/KTH-TIPS2-b/cork/sample_a/16a-scale_6_im_1_col.png,1853a2fbc1777b4f861e9f872021722579c9efddc572ec561b0603908f7ff529,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1360,cork,a,ec41004af7a59d4c5ad812c084cc50d82f6a28866744155447d6d16770df84df,data/KTH-TIPS2-b/cork/sample_a/16a-scale_6_im_2_col.png,ec41004af7a59d4c5ad812c084cc50d82f6a28866744155447d6d16770df84df,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1361,cork,a,d63ca5e4f27a38f6f1683b604ced838174eedca498ef83f9513608032a270e7b,data/KTH-TIPS2-b/cork/sample_a/16a-scale_6_im_3_col.png,d63ca5e4f27a38f6f1683b604ced838174eedca498ef83f9513608032a270e7b,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1362,cork,a,e9dc8f4cd832f07990f8e80c1692dcdafe8a5280d98af0da7056e447b0205595,data/KTH-TIPS2-b/cork/sample_a/16a-scale_6_im_4_col.png,e9dc8f4cd832f07990f8e80c1692dcdafe8a5280d98af0da7056e447b0205595,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1363,cork,a,af2d519657d569cb79d1d0cfebc48e4e79452f158f1e510927180b55045d45e2,data/KTH-TIPS2-b/cork/sample_a/16a-scale_6_im_5_col.png,af2d519657d569cb79d1d0cfebc48e4e79452f158f1e510927180b55045d45e2,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1364,cork,a,3d8b3a79c7442470bec2e88636511e4a81172d3c07d6cdda5d2b6a1f37b5514e,data/KTH-TIPS2-b/cork/sample_a/16a-scale_6_im_6_col.png,3d8b3a79c7442470bec2e88636511e4a81172d3c07d6cdda5d2b6a1f37b5514e,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1365,cork,a,7ef87eef60b735447e4ba05bd53bddf55c7bd8a3000769576c438c84d63125b0,data/KTH-TIPS2-b/cork/sample_a/16a-scale_6_im_7_col.png,7ef87eef60b735447e4ba05bd53bddf55c7bd8a3000769576c438c84d63125b0,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1366,cork,a,28e717c4ee1df2c3cc5a362a6b15d1d5940b30daca6c1b181f0ce4036ccd7187,data/KTH-TIPS2-b/cork/sample_a/16a-scale_6_im_8_col.png,28e717c4ee1df2c3cc5a362a6b15d1d5940b30daca6c1b181f0ce4036ccd7187,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1367,cork,a,67c043912661c99c26ae2d46ea1f5fcb621c538e2489c3a70a5d2fe5af48bcc6,data/KTH-TIPS2-b/cork/sample_a/16a-scale_6_im_9_col.png,67c043912661c99c26ae2d46ea1f5fcb621c538e2489c3a70a5d2fe5af48bcc6,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1368,cork,a,c1366174f6109064dcbb32c721c46e30f746ad89f0e8fa82c55c043f596550d0,data/KTH-TIPS2-b/cork/sample_a/16a-scale_7_im_10_col.png,c1366174f6109064dcbb32c721c46e30f746ad89f0e8fa82c55c043f596550d0,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1369,cork,a,396b7dfe9d0ce07712eb2583b568e9de3f42c6f9e2d82baec0d312a85401deb1,data/KTH-TIPS2-b/cork/sample_a/16a-scale_7_im_11_col.png,396b7dfe9d0ce07712eb2583b568e9de3f42c6f9e2d82baec0d312a85401deb1,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1370,cork,a,eb2d4f7fc76284b71fabe667a5c4852d2f21a8ea959830df8e40f806a8c8afed,data/KTH-TIPS2-b/cork/sample_a/16a-scale_7_im_12_col.png,eb2d4f7fc76284b71fabe667a5c4852d2f21a8ea959830df8e40f806a8c8afed,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1371,cork,a,b78c481f4aa324bf8028b3eb4e7731eee74b73dc1fdf51cf177c356bfa1cc50f,data/KTH-TIPS2-b/cork/sample_a/16a-scale_7_im_1_col.png,b78c481f4aa324bf8028b3eb4e7731eee74b73dc1fdf51cf177c356bfa1cc50f,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1372,cork,a,8bd307856952d18e43ea3f03c5d0cfb017c3ae67b440a605e46bdc755ce8d001,data/KTH-TIPS2-b/cork/sample_a/16a-scale_7_im_2_col.png,8bd307856952d18e43ea3f03c5d0cfb017c3ae67b440a605e46bdc755ce8d001,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1373,cork,a,f7b976602f993b6d5363b4e8817ae6e2b7bebcc79ae4ea79f311bcf35fcd1758,data/KTH-TIPS2-b/cork/sample_a/16a-scale_7_im_3_col.png,f7b976602f993b6d5363b4e8817ae6e2b7bebcc79ae4ea79f311bcf35fcd1758,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1374,cork,a,9a7171e092e664c8833f487cff765d4fc7e6a3ed0b1326b51ce3074cacaf79e8,data/KTH-TIPS2-b/cork/sample_a/16a-scale_7_im_4_col.png,9a7171e092e664c8833f487cff765d4fc7e6a3ed0b1326b51ce3074cacaf79e8,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1375,cork,a,966ee110aed2e0493cda8756d156330d96279a7beba0ec4385cb5aceb33cd47d,data/KTH-TIPS2-b/cork/sample_a/16a-scale_7_im_5_col.png,966ee110aed2e0493cda8756d156330d96279a7beba0ec4385cb5aceb33cd47d,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1376,cork,a,10e81a36e4d1458d2603364b3e58a5ef8080434a961f636c60112f76078521c7,data/KTH-TIPS2-b/cork/sample_a/16a-scale_7_im_6_col.png,10e81a36e4d1458d2603364b3e58a5ef8080434a961f636c60112f76078521c7,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1377,cork,a,c456965db8702d2e8b536f831c12c5e8f5e47be1831c1ed7838b9438c515d5fe,data/KTH-TIPS2-b/cork/sample_a/16a-scale_7_im_7_col.png,c456965db8702d2e8b536f831c12c5e8f5e47be1831c1ed7838b9438c515d5fe,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1378,cork,a,92cd7924613e02c3f224fa464cab902b199f47d72dd359a6f8a114914b4ecf17,data/KTH-TIPS2-b/cork/sample_a/16a-scale_7_im_8_col.png,92cd7924613e02c3f224fa464cab902b199f47d72dd359a6f8a114914b4ecf17,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1379,cork,a,48be805db732d2c31437a7f39c0c2eacd819e237d301f254417b6479d130af49,data/KTH-TIPS2-b/cork/sample_a/16a-scale_7_im_9_col.png,48be805db732d2c31437a7f39c0c2eacd819e237d301f254417b6479d130af49,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1380,cork,a,d0930b35c9f4e67022e6e2420b9ee9188e9f5c34a61b7099545891000be6cce5,data/KTH-TIPS2-b/cork/sample_a/16a-scale_8_im_10_col.png,d0930b35c9f4e67022e6e2420b9ee9188e9f5c34a61b7099545891000be6cce5,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1381,cork,a,8e4427dbb5cd4adc3a97328583fd7984efd5874716ea492ae745f257cadec5fa,data/KTH-TIPS2-b/cork/sample_a/16a-scale_8_im_11_col.png,8e4427dbb5cd4adc3a97328583fd7984efd5874716ea492ae745f257cadec5fa,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1382,cork,a,8f40c0d53e96524129878dfdf80fcf987e975999a9ae29966da19c1f5c4cb81c,data/KTH-TIPS2-b/cork/sample_a/16a-scale_8_im_12_col.png,8f40c0d53e96524129878dfdf80fcf987e975999a9ae29966da19c1f5c4cb81c,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1383,cork,a,7e6057415addc9c1f1f68dea42c7cf76d3f5b5360146f01423a17da62d1b319c,data/KTH-TIPS2-b/cork/sample_a/16a-scale_8_im_1_col.png,7e6057415addc9c1f1f68dea42c7cf76d3f5b5360146f01423a17da62d1b319c,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1384,cork,a,d400d75ef83bdbab1abcd26adda35c3c839110faeba0c3c762a58d4a5d1c9dae,data/KTH-TIPS2-b/cork/sample_a/16a-scale_8_im_2_col.png,d400d75ef83bdbab1abcd26adda35c3c839110faeba0c3c762a58d4a5d1c9dae,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1385,cork,a,4f81f3280765c4189ce9532a08da2b6af55dfffc6874490b1d20d31ca3e3e215,data/KTH-TIPS2-b/cork/sample_a/16a-scale_8_im_3_col.png,4f81f3280765c4189ce9532a08da2b6af55dfffc6874490b1d20d31ca3e3e215,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1386,cork,a,a10a1ec2e788639d697728e2189f4df12409583ecdf16fb4cdac9f483a9f5d65,data/KTH-TIPS2-b/cork/sample_a/16a-scale_8_im_4_col.png,a10a1ec2e788639d697728e2189f4df12409583ecdf16fb4cdac9f483a9f5d65,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1387,cork,a,289fa7304f76db9ff20a6d979afa6fcf0191ef338e121fc9669305ee9b8be98e,data/KTH-TIPS2-b/cork/sample_a/16a-scale_8_im_5_col.png,289fa7304f76db9ff20a6d979afa6fcf0191ef338e121fc9669305ee9b8be98e,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1388,cork,a,ff52b00d3f3bc309a96f3004617990e35538721dd60acaa0e6b705665498c071,data/KTH-TIPS2-b/cork/sample_a/16a-scale_8_im_6_col.png,ff52b00d3f3bc309a96f3004617990e35538721dd60acaa0e6b705665498c071,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1389,cork,a,a03764afb825db3b999d8c92f394b5d43df0a0feea17c8303654f2b59dbc5954,data/KTH-TIPS2-b/cork/sample_a/16a-scale_8_im_7_col.png,a03764afb825db3b999d8c92f394b5d43df0a0feea17c8303654f2b59dbc5954,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1390,cork,a,72f385646dce343d601f0004ef778771ec0af09cc8ea736df8ab7fd65431be39,data/KTH-TIPS2-b/cork/sample_a/16a-scale_8_im_8_col.png,72f385646dce343d601f0004ef778771ec0af09cc8ea736df8ab7fd65431be39,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1391,cork,a,ba7088390e1104a13b3bed6835211a8fab96d0795b67213d9be07fa8bd400a68,data/KTH-TIPS2-b/cork/sample_a/16a-scale_8_im_9_col.png,ba7088390e1104a13b3bed6835211a8fab96d0795b67213d9be07fa8bd400a68,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1392,cork,a,64179eb5081da8d962fd2a880586c1110e4fc5a99ab506b76a91723bb346eb69,data/KTH-TIPS2-b/cork/sample_a/16a-scale_9_im_10_col.png,64179eb5081da8d962fd2a880586c1110e4fc5a99ab506b76a91723bb346eb69,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1393,cork,a,bdedea1f57ece03168d26f0b4b5927f65a231e46d23ba5b712b68098ff244b70,data/KTH-TIPS2-b/cork/sample_a/16a-scale_9_im_11_col.png,bdedea1f57ece03168d26f0b4b5927f65a231e46d23ba5b712b68098ff244b70,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1394,cork,a,65f63cbc7058984868fdc0507f43e648eaae003aae667fc113724893ec011ed6,data/KTH-TIPS2-b/cork/sample_a/16a-scale_9_im_12_col.png,65f63cbc7058984868fdc0507f43e648eaae003aae667fc113724893ec011ed6,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1395,cork,a,6009821499d3b2c21daef0e4ed043c4653968b62d53a67507294a690e5890d7f,data/KTH-TIPS2-b/cork/sample_a/16a-scale_9_im_1_col.png,6009821499d3b2c21daef0e4ed043c4653968b62d53a67507294a690e5890d7f,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1396,cork,a,40f6bd180bc77c6501c61389032bf4239a662ae88c9eb46cad1daffa528623f8,data/KTH-TIPS2-b/cork/sample_a/16a-scale_9_im_2_col.png,40f6bd180bc77c6501c61389032bf4239a662ae88c9eb46cad1daffa528623f8,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1397,cork,a,cf14251b5c71eb37d2fb3ee164d4617d1cafd73ef120729f1d911b81cb98f130,data/KTH-TIPS2-b/cork/sample_a/16a-scale_9_im_3_col.png,cf14251b5c71eb37d2fb3ee164d4617d1cafd73ef120729f1d911b81cb98f130,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1398,cork,a,dd46db8674d22091b8d5dcfed77db5b5ef2dba6610d63ea41cb28ae5e557e606,data/KTH-TIPS2-b/cork/sample_a/16a-scale_9_im_4_col.png,dd46db8674d22091b8d5dcfed77db5b5ef2dba6610d63ea41cb28ae5e557e606,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1399,cork,a,ab68487139fd5457cb329a78a089af9aec667521de9dbad79ac4e493cb243535,data/KTH-TIPS2-b/cork/sample_a/16a-scale_9_im_5_col.png,ab68487139fd5457cb329a78a089af9aec667521de9dbad79ac4e493cb243535,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1400,cork,a,5929af056f7eb1aff2c436af6fcb3daf7b9caea0fee4878f4f274f5786ad4f02,data/KTH-TIPS2-b/cork/sample_a/16a-scale_9_im_6_col.png,5929af056f7eb1aff2c436af6fcb3daf7b9caea0fee4878f4f274f5786ad4f02,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1401,cork,a,38c557461d97c86288fc53c92bc1f26d574a01ced55d2f422d22a7dc6413a57f,data/KTH-TIPS2-b/cork/sample_a/16a-scale_9_im_7_col.png,38c557461d97c86288fc53c92bc1f26d574a01ced55d2f422d22a7dc6413a57f,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1402,cork,a,83530dacce436898e5ad8108fd263e0d0c870b0df23b109afa57f047ae90000c,data/KTH-TIPS2-b/cork/sample_a/16a-scale_9_im_8_col.png,83530dacce436898e5ad8108fd263e0d0c870b0df23b109afa57f047ae90000c,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1403,cork,a,0e66c0039a54de83a14703df7a95e885cb20107e27c4ff9ae1c12ce382084a67,data/KTH-TIPS2-b/cork/sample_a/16a-scale_9_im_9_col.png,0e66c0039a54de83a14703df7a95e885cb20107e27c4ff9ae1c12ce382084a67,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
1404,cork,b,a3a08ad8a32cc4a40d0a395816b6d20d65ba5389b2d7e1978160633c0677bdc2,data/KTH-TIPS2-b/cork/sample_b/16b-scale_10_im_10_col.png,a3a08ad8a32cc4a40d0a395816b6d20d65ba5389b2d7e1978160633c0677bdc2,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1405,cork,b,a187ce5df4df89c457487178a28dcad1fcc60ca2f2dc0529a4041ee1a4b68c76,data/KTH-TIPS2-b/cork/sample_b/16b-scale_10_im_11_col.png,a187ce5df4df89c457487178a28dcad1fcc60ca2f2dc0529a4041ee1a4b68c76,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1406,cork,b,937a852ea9ac63c996fd30c308f01127fa1ef5bfc0a750fd7a2e62a0b9826d27,data/KTH-TIPS2-b/cork/sample_b/16b-scale_10_im_12_col.png,937a852ea9ac63c996fd30c308f01127fa1ef5bfc0a750fd7a2e62a0b9826d27,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1407,cork,b,7f04c779199aca9e1c292b942a836b91934da4fd7e84076e7053f97e09e1d900,data/KTH-TIPS2-b/cork/sample_b/16b-scale_10_im_1_col.png,7f04c779199aca9e1c292b942a836b91934da4fd7e84076e7053f97e09e1d900,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1408,cork,b,c0035e6de43dd32337c7f1d23912d870cf2465d47ae5a0466ba3da2ae2377e55,data/KTH-TIPS2-b/cork/sample_b/16b-scale_10_im_2_col.png,c0035e6de43dd32337c7f1d23912d870cf2465d47ae5a0466ba3da2ae2377e55,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1409,cork,b,e6910f57278bba186a748cc00d29140657557b8a9f4372c84324b92c9f37ff2b,data/KTH-TIPS2-b/cork/sample_b/16b-scale_10_im_3_col.png,e6910f57278bba186a748cc00d29140657557b8a9f4372c84324b92c9f37ff2b,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1410,cork,b,3182e12399b5903db50a3c2f18006e8d8f8441ff9da2e6882ab7393859f20bcb,data/KTH-TIPS2-b/cork/sample_b/16b-scale_10_im_4_col.png,3182e12399b5903db50a3c2f18006e8d8f8441ff9da2e6882ab7393859f20bcb,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1411,cork,b,9af1d1d45fc0bc480f21594bf416d1e8068ea66a74bb6a2d966a7dae61857fdd,data/KTH-TIPS2-b/cork/sample_b/16b-scale_10_im_5_col.png,9af1d1d45fc0bc480f21594bf416d1e8068ea66a74bb6a2d966a7dae61857fdd,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1412,cork,b,e57138054790c1e58a5aca48d696f73befe307fb478e0b0279b66ca58044db37,data/KTH-TIPS2-b/cork/sample_b/16b-scale_10_im_6_col.png,e57138054790c1e58a5aca48d696f73befe307fb478e0b0279b66ca58044db37,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1413,cork,b,0a7483f9b839677aad2bbf04498e2a418efa9989a771df4fef3ae9ab10620777,data/KTH-TIPS2-b/cork/sample_b/16b-scale_10_im_7_col.png,0a7483f9b839677aad2bbf04498e2a418efa9989a771df4fef3ae9ab10620777,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1414,cork,b,850b54820584402d83421c8318b1985b0e5947f88dd2f163eac62b9ca1743999,data/KTH-TIPS2-b/cork/sample_b/16b-scale_10_im_8_col.png,850b54820584402d83421c8318b1985b0e5947f88dd2f163eac62b9ca1743999,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1415,cork,b,89a0a24906c4b39561f5dde8f050855e8f98c8b4e00ad9dfd0e6cd0fd463983b,data/KTH-TIPS2-b/cork/sample_b/16b-scale_10_im_9_col.png,89a0a24906c4b39561f5dde8f050855e8f98c8b4e00ad9dfd0e6cd0fd463983b,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1416,cork,b,86ba98056bbc676182d6f8cd4c7c3a911c62dfa40d550fe0613165bfaf2d64bd,data/KTH-TIPS2-b/cork/sample_b/16b-scale_2_im_10_col.png,86ba98056bbc676182d6f8cd4c7c3a911c62dfa40d550fe0613165bfaf2d64bd,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1417,cork,b,2ecefd79968d7ce4043d6e04c71a2413d8a51c35c3648a0d48085ccb95e9ba97,data/KTH-TIPS2-b/cork/sample_b/16b-scale_2_im_11_col.png,2ecefd79968d7ce4043d6e04c71a2413d8a51c35c3648a0d48085ccb95e9ba97,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1418,cork,b,f5f070d1526a05d823b848be3d04275fb3f0bf6fc866676cebe3a3aa91fd0495,data/KTH-TIPS2-b/cork/sample_b/16b-scale_2_im_12_col.png,f5f070d1526a05d823b848be3d04275fb3f0bf6fc866676cebe3a3aa91fd0495,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
1419,cork,b,ccce8fd8614ab0c5e3e8f166a8451bd4b1b807153fd10287445e1c12602f285c,data/KTH-TIPS2-b/cork/sample_b/16b-scale_2_im_1_col.png,ccce8fd8614ab0c5e3e8f166a8451bd4b1b807153fd10287445e1c12602f285c,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,test,train,test,test
