row_id,label,group,source_path,source_sha256,pixel_sha256,width,height,format,official_split,source_version
147,Arid_Soil,Arid_Soil:183,results/confirmatory/recovery/soil/staging/original/Arid_Soil/183a.jpg,18df358b20ccff3872e59d10d68499e94d25ff33214a875f6b9e91028e69ea2b,5d7d8c31539995af95f49a29306f46108ece54563cbea67b975761b86b5d3bee,1126,798,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
148,Arid_Soil,Arid_Soil:183,results/confirmatory/recovery/soil/staging/original/Arid_Soil/183b.jpg,392c5a1a15eb90052fe4cd0475e59d633b4c98d7bc4c6bfef23899e4c43bf30d,aebc89ef733f72ba9197404fc002e15163eaa9f81839cedb366585c9ee21ad3f,2560,821,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
149,Arid_Soil,Arid_Soil:183,results/confirmatory/recovery/soil/staging/original/Arid_Soil/183c.jpg,09e4d1d71abd809a3510ca8dad4e9e0c8d8d694854d2504e729c3c82efb51aa4,193c0c40213d97a5e16314249869ff9baf1ef35460f30431b3ea99ef5e9bce11,1291,715,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
150,Arid_Soil,Arid_Soil:184,results/confirmatory/recovery/soil/staging/original/Arid_Soil/184.jpg,d3e3457d5a9846fe8920cc6d1f825e56d5fa674151e0b64f94cd4847e418d622,8f4b0fcff618a1103720cda8387b0425de6f5330f364ba19ebd7b1916622150c,240,180,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
151,Arid_Soil,Arid_Soil:185,results/confirmatory/recovery/soil/staging/original/Arid_Soil/185.jpg,ffda930bc2a9d681fba7fcfbf46192a883e122981600d77107073004c670501e,551e90e24104b5a0ec4ef2cfd4aec378b35162f6db001756a8f1c0448e759467,417,285,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
152,Arid_Soil,Arid_Soil:186,results/confirmatory/recovery/soil/staging/original/Arid_Soil/186.jpg,40d8e92615f40489b86cbaba4cc184db6e18520ad8e107302126e08e15a7e70e,7a577c062812f3420ce129ffc62ddd2e4f64269eeabe9671af0f93e91e9a3720,1600,677,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
153,Arid_Soil,Arid_Soil:187,results/confirmatory/recovery/soil/staging/original/Arid_Soil/187.jpg,dadf7fb89f1fbe5fa2345ac5aae528d6ea25ce15490af3ed0f652e369f8e2a06,146d2e670f365ce47367032ebbea257338ab534d4519d0ed64fae8674d5b90fc,720,742,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
154,Arid_Soil,Arid_Soil:188,results/confirmatory/recovery/soil/staging/original/Arid_Soil/188.jpg,433974d51cb09ca264121eed9ecc8961da958d36f4a689800a4f0300ec99a7c6,b5e40852d3a41549f5ab8ace258d2f990474de514b1480cf6320bccd9bddf110,602,321,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
155,Arid_Soil,Arid_Soil:189,results/confirmatory/recovery/soil/staging/original/Arid_Soil/189.jpg,848e1aea38e9396b19173bbc5dea00f373a365eda729566165510279e4dccc2b,6a4b47ae1b610d56c7e38898e9490cb6690e3443abb26cd876211c66d62b7800,640,448,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
156,Arid_Soil,Arid_Soil:18,results/confirmatory/recovery/soil/staging/original/Arid_Soil/18a.jpg,b968b2074511618e4cb279b60c8e1fa268c3849f3f70119ab5ee6ea5f2b33847,070cc399f1e67211ef0abbac098be84503e8d780465cd3f584282fb0fd6664b0,1024,413,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
157,Arid_Soil,Arid_Soil:18,results/confirmatory/recovery/soil/staging/original/Arid_Soil/18b.jpg,3e3a651c6290d0aafb1914cf678e54cf453705e425405d45d6ae7d5a24e58af6,76e524e0b8a862b3b5a05a40596c0147dcddd86d0c99f3b8bdd1f7eb382ad9e0,442,412,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
158,Arid_Soil,Arid_Soil:19,results/confirmatory/recovery/soil/staging/original/Arid_Soil/19.jpg,8cd73bade9b9c04b8b9e4fda11763064e9d240fcc69c32aa9aa0391d79da78f4,c78e16c6209bd366dd0fc767fded65e4178c43861b8a4e9ad4a6ae7313164267,1300,589,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
159,Arid_Soil,Arid_Soil:190,results/confirmatory/recovery/soil/staging/original/Arid_Soil/190.jpg,c3ffe99cfa536289e4afc127f2b72d96886af17df330e01c9e99a1e61bf653d5,25cee460a03ae3555bd50a4849889cf5ba7b4883ab2524c068a28e6099e07024,844,411,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
160,Arid_Soil,Arid_Soil:191,results/confirmatory/recovery/soil/staging/original/Arid_Soil/191.jpg,c60d4694103323385b041de4679b935a64217c4d67cd1e0acf753e55b612d700,8e1f6105c1310258afb66f58d1dab79fddada881e353e669e114821cf8dc3eac,900,311,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
161,Arid_Soil,Arid_Soil:191,results/confirmatory/recovery/soil/staging/original/Arid_Soil/191a.jpg,8a37a92ca2404ac34cef4258946e20c1d642e3c6d1a607169e3fa1c2fc99695b,c4d9b348190ea37b16b8baddf6f8002525532fbdc4c5177bb127b7d4cdea2446,405,618,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
162,Arid_Soil,Arid_Soil:192,results/confirmatory/recovery/soil/staging/original/Arid_Soil/192.jpg,bde8d0f5d607116666144035fc20dfc37b4ecd1ce6b54827a9065b75d4a76609,d2de048a01fa0c689b78865d6b1461116045b6b1aaf8cc5409c64ab021cee92c,2160,1155,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
163,Arid_Soil,Arid_Soil:193,results/confirmatory/recovery/soil/staging/original/Arid_Soil/193.jpg,e39f4c0738e59e345fc39744f36a5290a8552b4b93fc6ee43eacf9b86cb07e89,61ab159da72cb5c8b45eab2f999f42346a7d244747f2e26301249db7982768c9,1030,480,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
164,Arid_Soil,Arid_Soil:194,results/confirmatory/recovery/soil/staging/original/Arid_Soil/194.jpg,1593d97be97356045e5fa5ff5755c1b5049b4a3e9d049948eeefb8c518ccf5bd,85b107924a061f829fea80349bcf533358e4bfe011102cd8cda698cf081a8672,200,115,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
165,Arid_Soil,Arid_Soil:195,results/confirmatory/recovery/soil/staging/original/Arid_Soil/195.jpg,90ff13e9fb4e97c2db0e1eb649fef863b6f4285c98c44c27efd14b18e2051639,a24b42ee1d0a618cd43a6482a57d28c85842e83c601eb265bab9b4156cd7dc98,2568,2048,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
166,Arid_Soil,Arid_Soil:196,results/confirmatory/recovery/soil/staging/original/Arid_Soil/196.jpg,c33e90b1e3ddcbd5045907b0985bf2859b6ac012e439e69984a5058b3fb49b42,5f804cb694824da633c60c780f94ab74ea9987e6260022387fc5bfeb69a4a377,480,318,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
167,Arid_Soil,Arid_Soil:197,results/confirmatory/recovery/soil/staging/original/Arid_Soil/197.jpg,0440c798b8c8f643cf205b7fb1c9f3779283b0a2356ca224c69413ff0300b9c0,035895a04c09f1fba019e8c6e70aaba5a8386dba871dfa6a70b22a8e4bd22aad,381,235,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
168,Arid_Soil,Arid_Soil:198,results/confirmatory/recovery/soil/staging/original/Arid_Soil/198.jpg,8fa01e4660754bb5204cbb3df106ca75a894a8b8d2a2e6efa934c2bccf306d34,9ec69fbc295b383d5274e6caff1b71b10022da94c22cd489d7f780dd03709b21,800,278,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
169,Arid_Soil,Arid_Soil:198,results/confirmatory/recovery/soil/staging/original/Arid_Soil/198a.jpg,510a8a248afd099f2ac5e5de3ef460ed6e4ff035bfd5bf9f2fffc32a4b80dab5,0b5fedc75d4e1f5953da6020281bc6b19e2358a7766dbafefe89542598c74a5b,800,335,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
170,Arid_Soil,Arid_Soil:199,results/confirmatory/recovery/soil/staging/original/Arid_Soil/199.jpg,c31170e6149e0b02143fc9e1fb0719ae65881af01dc6ec63346939e64da1220c,b7c2f7119b3273e6aefd6dcea9a1f19d9b108592f0f803b035b9b5022817d493,626,418,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
171,Arid_Soil,Arid_Soil:2,results/confirmatory/recovery/soil/staging/original/Arid_Soil/2.jpg,b517f5474137f24a1c0e4a09227a953ae2ed827ba3bbfbc536e3baf317f425e9,c99ad892c843aba91646f75a6466864f305fda872124f460d95eb791611f9720,320,170,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
172,Arid_Soil,Arid_Soil:20,results/confirmatory/recovery/soil/staging/original/Arid_Soil/20.jpg,ee62d7be87dd22e4297b3dbe124b143177b6865a126d634957e26419e1b8739d,b2643dc68406fe5054555c9d625f9580331fa5963b687780aed4cbca1584772e,405,249,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
173,Arid_Soil,Arid_Soil:201,results/confirmatory/recovery/soil/staging/original/Arid_Soil/201.jpg,21fb4a710b65917bc0a84d3674710d06c35d76bcd062812bbcffe08df72ff3d0,e2922bad9b5e0da2a811994e4a6dc5441d93141cdf06c2189482d0a6adf8e736,700,358,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
174,Arid_Soil,Arid_Soil:203,results/confirmatory/recovery/soil/staging/original/Arid_Soil/203.jpg,3bf6dffa44708eb805d1d8e83b6ea2a9cc5e8dd4ab324efc5791a6868c59962c,24d72e3e38831f97764bb8bf45468489ccf21b45453e188a960b87f7c3dbee89,626,390,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
175,Arid_Soil,Arid_Soil:204,results/confirmatory/recovery/soil/staging/original/Arid_Soil/204.jpg,da5d2d29d6d05d07acd3d0c3f0b737d206541f0945e1720d2acada16f81cbe5f,df8a16d44dcf49a3649a25134942523560ed02f0224565dd56bfd654e8d815e3,929,1290,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
176,Arid_Soil,Arid_Soil:205,results/confirmatory/recovery/soil/staging/original/Arid_Soil/205.jpg,3fe9c3274865abc03172fc377b376b31d9345399d92e8e3f1251c4b2b6c6cb05,3986b32ca3fbca81c494f2fdd4d319a0b400b830a247967203f333ca0686fd60,1300,857,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
177,Arid_Soil,Arid_Soil:207,results/confirmatory/recovery/soil/staging/original/Arid_Soil/207.jpg,b0c40906467c8035e08a3122740849d9daafbb4d7794d3252ad46810598a016b,b30614830f3280c0207ff6f8aefaf3afa04df4d79d689d60449bd264e2b9eb88,1024,434,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
178,Arid_Soil,Arid_Soil:207,results/confirmatory/recovery/soil/staging/original/Arid_Soil/207a.jpg,ef0188eade84f8bed110a9c1ad9334cd31497007087558470bf09342e49a96bf,95c20e163b00f61eea54e67ad4b39f20736f7da77cf3fa3b3a1e640e3f918847,1024,278,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
179,Arid_Soil,Arid_Soil:208,results/confirmatory/recovery/soil/staging/original/Arid_Soil/208.jpg,c97acdafc18aa89775baf70165fe44ee83d8396ac2321fd88b35bc6e40fa7bb8,c0660a0fae16841a3ee175ee16791df8b7c575a4df90b87aeda4bf9970f96280,860,580,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
180,Arid_Soil,Arid_Soil:209,results/confirmatory/recovery/soil/staging/original/Arid_Soil/209.jpg,947c22eee7e3c2d24dd921c3d66bf92fc85052b72380f81382c24f7bc66ffe70,74e9e4d73db852ee9bf725bdc2e1cc88c08e5f3036eb85b7a838c85455e9a47d,1024,341,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
181,Arid_Soil,Arid_Soil:21,results/confirmatory/recovery/soil/staging/original/Arid_Soil/21.jpg,6721632642dbbf7ea12eb70ab19872c5e5a03972d168810cd0d0e4cefce9d47c,5c88960c8543f14b8b89ade09696585a91fd9250d3d25869e75ec4dd14a25582,1024,438,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
182,Arid_Soil,Arid_Soil:210,results/confirmatory/recovery/soil/staging/original/Arid_Soil/210.jpg,6b6f15fbf53d40e54032b7f42e00ca594bf3bd1319d62d55d6b22cdea056a9dd,7c910d7da1c5ed1cc8ccac238c3e60bc657ca18cacc56b4819346b5dbde05020,1300,636,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
183,Arid_Soil,Arid_Soil:211,results/confirmatory/recovery/soil/staging/original/Arid_Soil/211.jpg,802298234bc09c17f51d031787000faae1c3ad76d55e931427d81c8ca552aa29,88083c2b5bba506ab7695a29afce685111146959b11da8bfd43200e4af3bacab,1920,1085,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
184,Arid_Soil,Arid_Soil:212,results/confirmatory/recovery/soil/staging/original/Arid_Soil/212.jpg,f8691de859679fcb404b1596286b59d675f6dcf3b18f996fbd600ca747e97524,53a4c7be22ca9c5e6f6d60b4a8984326d6bf3a7a3f676d37e7df0c83988f3be7,347,420,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
185,Arid_Soil,Arid_Soil:213,results/confirmatory/recovery/soil/staging/original/Arid_Soil/213.jpg,a6cf9a19858b68795b55c1e344812030855bfa7e7882731931bf5ca2f60d12f8,c7c6cf675fd633bdf93a8a27be79b27d20c43a9a87bdffdc34991646995fa5f1,636,224,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
186,Arid_Soil,Arid_Soil:213,results/confirmatory/recovery/soil/staging/original/Arid_Soil/213a.jpg,a066c9e7557356fca098182572b5b3770483bdde13412d229d057a0ced93a84e,fbefe0b1f0e19d0afe0cc0a21c2b4d7ef9223f4ed01f535caf3152d4b38276bb,557,193,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
187,Arid_Soil,Arid_Soil:213,results/confirmatory/recovery/soil/staging/original/Arid_Soil/213b.jpg,e7070f20d2c83d1eca8654dd2c14275fb4982d67060bf71be3f52cedc8f61a13,187f608b21ed11cdd1f7bf40db87aae5feba215e08a73634ddf034a1f3adf709,587,191,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
188,Arid_Soil,Arid_Soil:213,results/confirmatory/recovery/soil/staging/original/Arid_Soil/213c.jpg,28f8ed9ec4b4224d2e6c3c40b461f86ae1a07c6de51f3e9e4981a00db20a7e86,d510ff7f0a770c61ee19a0536e48e51aa58404de39c57089063af15212f9f55c,655,218,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
189,Arid_Soil,Arid_Soil:214,results/confirmatory/recovery/soil/staging/original/Arid_Soil/214.jpg,fccffcb47a0bbb7a22e91e639464f524bb810b6b2aa608ed75c62fd58bd261a1,51ffa54433b4e129f5722b4f59da5d164818525f0f87bfd5b89eabf23961ba8b,283,155,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
190,Arid_Soil,Arid_Soil:215,results/confirmatory/recovery/soil/staging/original/Arid_Soil/215.jpg,ec9badf5eecc32f4afbd679c5e50f79a60ad3050e422f0e1b0062343a10317c0,cebe091d4a685c1cfeb8aaa43af26e7051dbb100b74016c87ea9c9856d780573,285,260,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
191,Arid_Soil,Arid_Soil:216,results/confirmatory/recovery/soil/staging/original/Arid_Soil/216.jpg,2af4fd87f7ed6b629b94df6f3c7e463264baa36510b15de6f3c05288ec3a8ef0,6873e97f633907709360b3c33023b975b706fc06d88326cedc9c75c02edd0288,800,339,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
192,Arid_Soil,Arid_Soil:217,results/confirmatory/recovery/soil/staging/original/Arid_Soil/217.jpg,3cfb5b0ea69cafbb2485532c34ea0a5f3bf0474ed07cb68cda1c4caa77b35e05,ce5a08fd14054d2ca73d355e49514af5e780ea654f4251ba896bdfb1063a0f58,600,226,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
193,Arid_Soil,Arid_Soil:218,results/confirmatory/recovery/soil/staging/original/Arid_Soil/218.jpg,36be3800bca5984f2118bb0ef2a646e6cd39c6a9d56626a43befd7242653500a,00ef2b65228d97f45796c4b3a5d52904323e033e851565fbd91c0601d4155dab,600,364,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
194,Arid_Soil,Arid_Soil:219,results/confirmatory/recovery/soil/staging/original/Arid_Soil/219.jpg,5fa23657a25b5f0038c35f345a6efc4e34ef8e62bbd99bc9409ef08c94de675e,4ab3a794e16257c08e6268fdc654ecf86c9ebebe6510a38982c0664e4f4e1dea,320,105,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
195,Arid_Soil,Arid_Soil:22,results/confirmatory/recovery/soil/staging/original/Arid_Soil/22.jpg,45fd9e8333f7be746eaa9045fefb0235788240c99431fbfcab62305d1c119723,9603cea9d7aa0bc63b80d94e2f488bc70ed4b564f9a9edd751a7fffed4cdaf15,462,254,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
196,Arid_Soil,Arid_Soil:220,results/confirmatory/recovery/soil/staging/original/Arid_Soil/220.jpg,341f5e43f9b6c45bf29876a672c004dad51788a77fba652ab9d34fb9ccc595b4,2e0d0fbb6c4213f2716cc9a16ffd57102bc6bcea42bb961000dff551b0d38384,1300,637,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
197,Arid_Soil,Arid_Soil:221,results/confirmatory/recovery/soil/staging/original/Arid_Soil/221.jpg,4e9600b431effbbc45a556e10d3fdf91d112983314f851b42726b19f09727a31,fc79df6eaf42601ce1e44542ba0ed1fe565ef9e65b359eba95036649c48523b3,800,436,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
198,Arid_Soil,Arid_Soil:223,results/confirmatory/recovery/soil/staging/original/Arid_Soil/223.jpg,d49f32554ae3a70da0e8f603bb89dea8c7a30b77b0c4ed23450b341a1efac459,d50c0e64931c6c79b8930da23a8bcc54cd14501fdf82539756edded550555194,800,506,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
199,Arid_Soil,Arid_Soil:224,results/confirmatory/recovery/soil/staging/original/Arid_Soil/224.jpg,4a96230a784fad3f613d66171c5308f1e1d3057a136bd1b7f9dedc3af27fca47,c0b2eb317916b2c812216a4a6ffbd2184f239c741770b84bd93836fd0a38cfd0,1200,621,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
200,Arid_Soil,Arid_Soil:225,results/confirmatory/recovery/soil/staging/original/Arid_Soil/225.jpg,dc82be0304024012e68ed30a42ec0886ca1c9e797082603fd00807cb7aa326c7,8213c629705032bae293b24e2289631b26ddec028b7dc93ca3889d81f36ad523,580,408,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
201,Arid_Soil,Arid_Soil:226,results/confirmatory/recovery/soil/staging/original/Arid_Soil/226.jpg,a9f21622f7981a24fb424e1c37b4cbe7dda2dc4455d8b26d041a61067e067ec3,f0d3199d5667284dd5a7e129ddf9a35c9ac6b739b9e357b0feea2d220b81b2db,360,350,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
202,Arid_Soil,Arid_Soil:227,results/confirmatory/recovery/soil/staging/original/Arid_Soil/227.jpg,ccbe2a6ad1d26e1d93ea0ca2815818807f91332046084be3e5b1a6ce5a9e24af,ea098d10e7b913cdb9be387bf9743dba8cecd380e075badad0e30e6617993d9f,612,209,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
203,Arid_Soil,Arid_Soil:228,results/confirmatory/recovery/soil/staging/original/Arid_Soil/228.jpg,6f6bc79a8d490e13fb07a8516bad5af2a98b30621e6551fe7790cbef1825bca3,762d4406a5d270f62d9354c03f0d4091e36a4f2b1afde7d88202f68f0e68104d,1300,858,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
204,Arid_Soil,Arid_Soil:229,results/confirmatory/recovery/soil/staging/original/Arid_Soil/229.jpg,57130435f72e54d5e50b7681ec1319c720636e2130d9efeefa22c8a7a2fbb0d4,748794af1db9b3816a0ba9c0a19d56788022f34ae232b139fd47e66ec2844407,612,418,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
205,Arid_Soil,Arid_Soil:23,results/confirmatory/recovery/soil/staging/original/Arid_Soil/23.jpg,446105297e75e8cebf4acffe40886c0d2d03bf9c2e8c3e25ce7174aa15493f1a,c698c5c3b6af57b862076f16d72e46852cc8eafbcf9bb5c1ccb1e3901e8de5d8,305,171,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
206,Arid_Soil,Arid_Soil:230,results/confirmatory/recovery/soil/staging/original/Arid_Soil/230.jpg,10f12fabad770f318ee2c7d8f8d831e91919fba6e8a0daed3fb3839e544d007e,ef6abbd83320a2af41cb0009107235af2f19e4c771976ad51157f108c125fb7a,2375,1133,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
207,Arid_Soil,Arid_Soil:230,results/confirmatory/recovery/soil/staging/original/Arid_Soil/230a.jpg,8e53f575dd9b19f96fe5a51c98b0f921e435962c71d9544ff84e06be0a605f43,f9c41847c5adde8c74b65adf637b163817c20b1e419a5d13acf9a66ac8ade8f3,1702,1069,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
208,Arid_Soil,Arid_Soil:231,results/confirmatory/recovery/soil/staging/original/Arid_Soil/231.jpg,0e62cd0d3e39c22437ba1ac12a1de093b49f7e4f8e889b73049b1c92bcf44176,e300416e8ee3636ed48632ca0ccd06e229e66bef3f84a865ea44f46cdda28e95,345,188,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
209,Arid_Soil,Arid_Soil:232,results/confirmatory/recovery/soil/staging/original/Arid_Soil/232.jpg,94fa7308200eb480ced81dd6aa75737b973169de8b512a67320ad4887fcb34d8,bb5adf82731eba9a864291ab2362a7c1d9b13464c08b8aa4e7485ccdae5fc39d,1200,468,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
210,Arid_Soil,Arid_Soil:233,results/confirmatory/recovery/soil/staging/original/Arid_Soil/233.jpg,d6bedb1d5c2d497e0fb7b82001c5b5dd8d97e8aee890f801fea401422080d063,bc91ea20e58e6517ed413a795d5d0f8273818a0540050496c194f83acb2c0d53,800,334,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
211,Arid_Soil,Arid_Soil:234,results/confirmatory/recovery/soil/staging/original/Arid_Soil/234.jpg,6b772c0a100a9e1b8ce911dbdb747759f3a295c1de5ce1da47041c03b4dd86ef,e54284597cc1d4048d8e242e6b36a6454aea74c707403c21e3340dad98271331,849,374,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
212,Arid_Soil,Arid_Soil:235,results/confirmatory/recovery/soil/staging/original/Arid_Soil/235.jpg,2d9b6b72f4ab436b1adfedb599747177f473c0c66872187feae160c4a605340b,d9577671d1c1add6fcfddf34dfd28b77fba6631611de5be69b1c617c329c6c70,156,117,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
213,Arid_Soil,Arid_Soil:236,results/confirmatory/recovery/soil/staging/original/Arid_Soil/236.jpg,34676465c6288fa6f41f25abce2389eab30e74c143c807b9bd69cff0983e9ddb,84b28cdc3ea6e6fe7ee612e457892f2c2c5c06340ef0516438bb2dd0bcae0ba6,685,457,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
214,Arid_Soil,Arid_Soil:237,results/confirmatory/recovery/soil/staging/original/Arid_Soil/237.jpg,70d4af59928fad57ecb84ae565fc9cceac233eb76f62afbef958632351b40885,aafa55aa24b50c78fba384cf1bdf9bede8f200afcbb3fa38bed29205326a470d,570,290,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
215,Arid_Soil,Arid_Soil:238,results/confirmatory/recovery/soil/staging/original/Arid_Soil/238.jpg,b78cbbfbe435c77d1173340fa6331df3ee30acc437729ef48a1336b986de9c59,d0b24c6612184aed6ff688b7bc6712ce81c88ffcb65b200db0a8fe41063d682b,200,126,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
