row_id,path,label,class_name,condition_id,condition_position,group,sha256,benchmark_half,split_provenance
1649,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample18/18-161.png,17,sample18,161,85,161,937118fedd77109ba56139f54fadbdf50245e05024a084a7d42ba86a4c1fff3b,alternating_b,deterministic alternating reproduction
1650,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample18/18-165.png,17,sample18,165,86,165,587096c5b127e6e74409986db9f852752bb82e69133e11cc54ada1d5c1ad9a6d,alternating_a,deterministic alternating reproduction
1651,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample18/18-175.png,17,sample18,175,87,175,ec0954b8330c0731b960bf27afbc34afe5b9688ab07be75b0f2a71653d8fbae0,alternating_b,deterministic alternating reproduction
1652,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample18/18-178.png,17,sample18,178,88,178,c52ba003e5c38e14312de0572774e4f71a51d19b423188012ab55f7d31b85dab,alternating_a,deterministic alternating reproduction
1653,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample18/18-179.png,17,sample18,179,89,179,a11a0bba7afdc9f2af59bfe1efab7bbc81afd665870abb20751851e25581a2b2,alternating_b,deterministic alternating reproduction
1654,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample18/18-181.png,17,sample18,181,90,181,25b573e404fad13bd4e759599fc43bce81fcd3b87bece81cdc8dd8bf19e59b72,alternating_a,deterministic alternating reproduction
1655,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample18/18-183.png,17,sample18,183,91,183,ea6af9d717a54e4571642437c78419b0852bd38aa5f2b7a3a2318a26e0469516,alternating_b,deterministic alternating reproduction
1656,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-002.png,18,sample19,002,0,002,1019f759c709dc35c083d1462d628fdbf1c55648e0e94693ba99cabd38b3ec1b,alternating_a,deterministic alternating reproduction
1657,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-011.png,18,sample19,011,1,011,37a7d23330471cfad814e546990c9fd17d041abcc6a5e40f276b234d62df622f,alternating_b,deterministic alternating reproduction
1658,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-014.png,18,sample19,014,2,014,aac93f151762613050e4362315116eb6ff0171b03eb8b102f933a66260d32e84,alternating_a,deterministic alternating reproduction
1659,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-016.png,18,sample19,016,3,016,43ae5c00d2c574ee864be9844f773af8642898bc3d7893c2256dff6f57c33943,alternating_b,deterministic alternating reproduction
1660,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-017.png,18,sample19,017,4,017,3bc4ef8bc3097e5c58284b9897e018669b1236e2a01d4087c6cba5275d36a77a,alternating_a,deterministic alternating reproduction
1661,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-019.png,18,sample19,019,5,019,3b6ed5f4db289fa71b8a04b84f4a4676c7133dbb876c8bf16a5d9767359568f3,alternating_b,deterministic alternating reproduction
1662,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-022.png,18,sample19,022,6,022,1e985558eed61194ed9063b51d0a6051e09e8fa1f749903a53a790f813b1faab,alternating_a,deterministic alternating reproduction
1663,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-025.png,18,sample19,025,7,025,862d66a449508de3b3daaec89db23d1a76a0b04f0970991a6263ecbbb7464adf,alternating_b,deterministic alternating reproduction
1664,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-026.png,18,sample19,026,8,026,dacbf6efb31210e020551213b239315bc227fb6262f58326f73adfe8246cdbde,alternating_a,deterministic alternating reproduction
1665,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-028.png,18,sample19,028,9,028,bd04adef660de7168ea119ba212ee21d65ebcc0a53d63764d4941841e5ebf43d,alternating_b,deterministic alternating reproduction
1666,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-030.png,18,sample19,030,10,030,474abab5ee949790b9d42fb5a50983399fadf411dbe784547ab4686bb17c490b,alternating_a,deterministic alternating reproduction
1667,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-032.png,18,sample19,032,11,032,ab1103efd2699a63038bf35ab582ab697a218e76f99f5a411ca15b587fcef88b,alternating_b,deterministic alternating reproduction
1668,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-033.png,18,sample19,033,12,033,c3223b1c2ae2d94a7424546b066adae34cb55335c9dc1ad2fd1801d8104a4c42,alternating_a,deterministic alternating reproduction
1669,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-035.png,18,sample19,035,13,035,6eccc6b74af82a295a7e94862cefd78aa44b7a7f080ef3bb9ad1ac1656b2f7ad,alternating_b,deterministic alternating reproduction
1670,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-036.png,18,sample19,036,14,036,c5f07127d4261310195162fa8a8a11d28b8c211e4596f3efff88bd18939c8271,alternating_a,deterministic alternating reproduction
1671,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-037.png,18,sample19,037,15,037,fd6fa38d3d9bbe5acba380b839665fa38960329121c8d57822ae28796c3b562b,alternating_b,deterministic alternating reproduction
1672,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-039.png,18,sample19,039,16,039,7749fa3d5f9cad94895941d703d94f59f858ff9a9af412226073c3469dab7f10,alternating_a,deterministic alternating reproduction
1673,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-041.png,18,sample19,041,17,041,a0100749f8d3072bfa30aaa066e9c40b8ef7e87c102e7ceddd3be0954c993053,alternating_b,deterministic alternating reproduction
1674,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-042.png,18,sample19,042,18,042,8734d4a32928fca781f34a80844fe29c9f22264e55c28ddc9fe82692bc2bb227,alternating_a,deterministic alternating reproduction
1675,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-043.png,18,sample19,043,19,043,8a02f58f314b1438923bd90533b902e8bafdb787b298a1185fa6214a5edbe9db,alternating_b,deterministic alternating reproduction
1676,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-044.png,18,sample19,044,20,044,b7719927b1fe83b9061665b6357e723d3440bc926810ecff430fd8f43e4b767f,alternating_a,deterministic alternating reproduction
1677,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-045.png,18,sample19,045,21,045,f467a7c9c266ff9b1372eb66f4fe61295463fedd8189227a85b673f0d15fd6d2,alternating_b,deterministic alternating reproduction
1678,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-046.png,18,sample19,046,22,046,7e79744e379b6ff8d85c055ca8ef496ed0ffc76dab2f36c120bf57b7414056dd,alternating_a,deterministic alternating reproduction
1679,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-047.png,18,sample19,047,23,047,8f1a175d8eb8aea0203dea2e4ff0cf6cd976209de8a44af900316d9fb0c0d985,alternating_b,deterministic alternating reproduction
1680,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-048.png,18,sample19,048,24,048,b864b3bca4ffa1dcdd85c6d181d30408d26d7d8b96c8a87a49bffbbcb976bcd2,alternating_a,deterministic alternating reproduction
1681,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-049.png,18,sample19,049,25,049,612cf68cc437dd6d2b5461807a8b057e93de0826848b08abd79aad4d88a3166e,alternating_b,deterministic alternating reproduction
1682,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-050.png,18,sample19,050,26,050,64e1bb36b7240de9e6240ff58f2cb296b6dbc0f23d56ee0452105317b4fbd4e7,alternating_a,deterministic alternating reproduction
1683,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-051.png,18,sample19,051,27,051,d4af4e143eeee48e3a6d9eae72df295dc224bd5d202cf5aab865e2cb7da9d69d,alternating_b,deterministic alternating reproduction
1684,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-052.png,18,sample19,052,28,052,05c9e1c515f2062f6a0eb400d2a496e95263933e83763d188d506e47b967ef90,alternating_a,deterministic alternating reproduction
1685,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-053.png,18,sample19,053,29,053,e813c1c2ade8f0d8dd54838f796148aa187160f533f30378e7f68f97342703ee,alternating_b,deterministic alternating reproduction
1686,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-054.png,18,sample19,054,30,054,80a108c284b4da33c9584b0065af2f7a45ee49f0e53b6aeac36b22a1bc0a61e2,alternating_a,deterministic alternating reproduction
1687,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-055.png,18,sample19,055,31,055,2fbe163e3a7d0d3eccc39aa986c7cb7b9a2159966b1e11e1bd6b510b8974757d,alternating_b,deterministic alternating reproduction
1688,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-057.png,18,sample19,057,32,057,b48b94807a7ded461f4ee1435a7ced53ad85c803adc4cb6880fe500e605ea627,alternating_a,deterministic alternating reproduction
1689,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-059.png,18,sample19,059,33,059,2083c279289050dfb60676f691557e0aeaa6c49b6583df196b59f5348adf1c8f,alternating_b,deterministic alternating reproduction
1690,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-061.png,18,sample19,061,34,061,fe5d94f398c98c4b5f4fbdd9eb5d2d569257732ed2c1f16009f065be47535c48,alternating_a,deterministic alternating reproduction
1691,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-063.png,18,sample19,063,35,063,ebc9a54f7378f9deae98803bccd18135a786384e16a27d285a508add6e8065a1,alternating_b,deterministic alternating reproduction
1692,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-065.png,18,sample19,065,36,065,c5977b11e52180fc0f53af8795c43aa8fb345ccd244e44cc23af66b19184d96e,alternating_a,deterministic alternating reproduction
1693,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-068.png,18,sample19,068,37,068,0ff5559a20b1d935ab4023421a17cb65c124861d0fb195e2dd91854926a75e25,alternating_b,deterministic alternating reproduction
1694,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-071.png,18,sample19,071,38,071,bb3d5559c6bc75382ec3105cd0a061ba58db3b810172d9ff10e639b60e104f0e,alternating_a,deterministic alternating reproduction
1695,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-073.png,18,sample19,073,39,073,8abffda98db7f3c005911c90989a00508ba9279ccd3fcd83afe6f57e432c6af0,alternating_b,deterministic alternating reproduction
1696,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-076.png,18,sample19,076,40,076,8ccf829bda2e1f9cdb78bc8d692992eba5ec33ec4e0d3f0a5b940917b0bc4a06,alternating_a,deterministic alternating reproduction
1697,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-078.png,18,sample19,078,41,078,ff5cb339e8f478bfd659dba375e21398ea8c5c052815e7e7769eb21e19b7aaf7,alternating_b,deterministic alternating reproduction
1698,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-079.png,18,sample19,079,42,079,e6c05ea5372238f944a72bfd30a4552e4eef57cd355a9253dbd6e83cb7ad0851,alternating_a,deterministic alternating reproduction
1699,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-081.png,18,sample19,081,43,081,200e4f7a1a9971e654881418276b786ee3ea69659bd3c760c409140709165fc5,alternating_b,deterministic alternating reproduction
1700,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-084.png,18,sample19,084,44,084,e00df796beaf2a7965289112f44cf67883ac263ee96c96c3f6b98e485f962d5f,alternating_a,deterministic alternating reproduction
1701,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-085.png,18,sample19,085,45,085,2db5252603bc7a3110c2aac35084ba86ac87202fa23b393bc00784f12dfbd04b,alternating_b,deterministic alternating reproduction
1702,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-087.png,18,sample19,087,46,087,66b844c2124024957f66a13b1987ebbf9d41efed8a804b2d4af9941f440e000f,alternating_a,deterministic alternating reproduction
1703,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-090.png,18,sample19,090,47,090,ac2646200a8431bcfcf2b60f02041577025c7759a2880a7dd72c34de62c4dbd5,alternating_b,deterministic alternating reproduction
1704,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-093.png,18,sample19,093,48,093,7f30f5526372568c813763b1e2be066996ad93b6af4c441de1e9c411a08b8e30,alternating_a,deterministic alternating reproduction
1705,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-094.png,18,sample19,094,49,094,bb3d82f1a9c501bd06532a132f2da3c86c63b156fbd10b34899521b7be8f2837,alternating_b,deterministic alternating reproduction
1706,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-096.png,18,sample19,096,50,096,4ab45ded83a4c06cb302da58b4c0c71a07e0c9f82fd3ab41074ccd4e509e61b6,alternating_a,deterministic alternating reproduction
1707,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-097.png,18,sample19,097,51,097,f858b82087f8c69f9e1989b329a337e9f7e7494bd5e69495d9cc750c420a372c,alternating_b,deterministic alternating reproduction
1708,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-099.png,18,sample19,099,52,099,c802e9d32ea7d90b8067ad2a66e890048184f72ebe6140a787c7fa2e9275d428,alternating_a,deterministic alternating reproduction
1709,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-101.png,18,sample19,101,53,101,b7846e8dc8b039e8d92f9d8093d96223ddb5a8f8492c3a0ccd41e5fbef6cce7d,alternating_b,deterministic alternating reproduction
1710,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-102.png,18,sample19,102,54,102,13daa01bd98da2d1d86c866321bb36cdeba8edb062095b9a44ae322463c5edcf,alternating_a,deterministic alternating reproduction
1711,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-103.png,18,sample19,103,55,103,21cb65deeb08db75aed98a7f36abb2fe975c56d6845d8cfe8f58cbcb16484c0a,alternating_b,deterministic alternating reproduction
1712,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-104.png,18,sample19,104,56,104,9f62c228ecc7f50047536d078f8258006e187b74f5d7035531d4ce1243710a84,alternating_a,deterministic alternating reproduction
1713,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-106.png,18,sample19,106,57,106,77c0d6f6ad0c104c275b5589bcde8462991ea4f1f11e77eb03355f49d9193db3,alternating_b,deterministic alternating reproduction
1714,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-109.png,18,sample19,109,58,109,77343806116146a522f2a94dc54fc672cd79693cc332eff2902db9ab1dab6ef4,alternating_a,deterministic alternating reproduction
1715,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-112.png,18,sample19,112,59,112,65f388e9e39fedf247f67140f9e0dc07a4a714d66acab90a4d1960795e5a3d65,alternating_b,deterministic alternating reproduction
1716,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-114.png,18,sample19,114,60,114,d4bbd900d446f0b289761eec8ffbb3c83147934797dc39875da091a1c80d604a,alternating_a,deterministic alternating reproduction
1717,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-116.png,18,sample19,116,61,116,a16ecd619b0ca6e365e385d5d4102c0897b6100e8ae44dbe48e2b4a08318ca38,alternating_b,deterministic alternating reproduction
1718,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-117.png,18,sample19,117,62,117,0869f3eac944bf37aaefa0d2de1a16653de2321dcdf1ee7c1ed6d615dccd6bdf,alternating_a,deterministic alternating reproduction
1719,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-119.png,18,sample19,119,63,119,82aaf91b89d3713be3d84f2bf861843cb153a15d628b497e51e19fe47b121390,alternating_b,deterministic alternating reproduction
1720,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-121.png,18,sample19,121,64,121,bc241e0ab58a2d091ecd921bb6513f93ea1876bb5aae8ce506dfa75b625ed44d,alternating_a,deterministic alternating reproduction
1721,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-122.png,18,sample19,122,65,122,5c28f48947d08a7e5ed61dd22ae1596fc1028f8085df3be968fc639e688bf697,alternating_b,deterministic alternating reproduction
1722,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-123.png,18,sample19,123,66,123,72967500ebb4cb7b1bc974bc7f9e3e2274e43b9631cd30516d86fbee400c833c,alternating_a,deterministic alternating reproduction
1723,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-125.png,18,sample19,125,67,125,60e4eee56cb3dac36b73a567452b12966b27be7ce0fe986ee656a08b8e14cbaf,alternating_b,deterministic alternating reproduction
1724,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-128.png,18,sample19,128,68,128,25f6e4844727f9d4ff8cce03a69dd299b7edc4cb69fafd38054e13240e1e67da,alternating_a,deterministic alternating reproduction
1725,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-129.png,18,sample19,129,69,129,60c01474b29cacbece6612892569ab43056cfe150858245423528a9eb95dd8ec,alternating_b,deterministic alternating reproduction
1726,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-131.png,18,sample19,131,70,131,69095b21239c2c6d534bd79a0b0628fae9538c54e4136ef9b598ed4d85b3472a,alternating_a,deterministic alternating reproduction
1727,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-134.png,18,sample19,134,71,134,f98efa5eb0ba45f4757a4b5bc4a58173a7ca826423b652e0d47292bf54bfd5bf,alternating_b,deterministic alternating reproduction
1728,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-136.png,18,sample19,136,72,136,b7d467232eae03c8aac3ed184cc0c2382905a8c392ba82c8fde7e3d62c65ac7e,alternating_a,deterministic alternating reproduction
1729,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-141.png,18,sample19,141,73,141,696c60806881071ea46e6fc8421cf10230b2a82e936ebb1e73cbea92a3b5ee98,alternating_b,deterministic alternating reproduction
1730,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-143.png,18,sample19,143,74,143,c62522516dc318c4f254c2a269b6dda5af28ea95aa8cdbbcc4603d4ea4374a4a,alternating_a,deterministic alternating reproduction
1731,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-145.png,18,sample19,145,75,145,81441bdbdb6b7e14f31a58284f02c29a26e83fb6dab1ce26446edd52e6d0d12f,alternating_b,deterministic alternating reproduction
1732,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-147.png,18,sample19,147,76,147,45cb1fa80fbfab446a5a02c15a046afb5774f76bc1856384411575b38f0f321b,alternating_a,deterministic alternating reproduction
1733,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-149.png,18,sample19,149,77,149,772c51596f6614c27bf4644d69904666d7f6ec2508d24865db1d2cf683a2533e,alternating_b,deterministic alternating reproduction
1734,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-150.png,18,sample19,150,78,150,b17f0b9804e30d5979c119cc110c45cf3ff43dbdcf46b8995dd5776163a21aab,alternating_a,deterministic alternating reproduction
1735,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-152.png,18,sample19,152,79,152,3e932eae1f746ff6c1411bc576c5821962898ea876ccd84da8067f3853e928df,alternating_b,deterministic alternating reproduction
1736,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-154.png,18,sample19,154,80,154,146ef5a1de38faf5b3698036f6613f56b1016ce4d4324fa7455794b2eb4ec500,alternating_a,deterministic alternating reproduction
1737,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-155.png,18,sample19,155,81,155,ed16c18a6c6bccc2320b7a06a7c805ffb170e1447a869dbfc9d99c45d4543265,alternating_b,deterministic alternating reproduction
1738,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-156.png,18,sample19,156,82,156,23c8fb36220ff8b299158df10a3593e38d5e8016971e3e05d4eecb4f5b4a66db,alternating_a,deterministic alternating reproduction
1739,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-158.png,18,sample19,158,83,158,8a8fa8f581d17ad05c2cb602a000ac9637cac7009c7f14f0b3e45ad742518101,alternating_b,deterministic alternating reproduction
1740,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-160.png,18,sample19,160,84,160,e21953f19e4374a356ce906035aeeabe59629906f94fa6c02b7cf31c90ccb923,alternating_a,deterministic alternating reproduction
1741,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-161.png,18,sample19,161,85,161,c4bc913eb6ee83b8a53b6322057167e9a81d9522810cab849b2701fdb76c85fe,alternating_b,deterministic alternating reproduction
1742,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-165.png,18,sample19,165,86,165,6d5bbd1b35d8bd32b44e7993a769a3c578acc7519b40d6fe991e8808cdc1cb1d,alternating_a,deterministic alternating reproduction
1743,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-175.png,18,sample19,175,87,175,7e0586b9666050e85feddabe08ac796ea6c6852fdbfc8372bfc2b3e58c41b68e,alternating_b,deterministic alternating reproduction
1744,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-178.png,18,sample19,178,88,178,d68ee5f124bd3b2f1b27492b247a330469f1b2688ad66e84b261150cb2a97058,alternating_a,deterministic alternating reproduction
1745,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-179.png,18,sample19,179,89,179,090a68ac95a77a8f78b1e3ec5fe097361e02efb530b9fbc1756b33fcc9353a17,alternating_b,deterministic alternating reproduction
1746,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-181.png,18,sample19,181,90,181,41a50fe239164f07acbf1930de465e3dc5b7d4624ea7436ee4ab53bf2ffa681f,alternating_a,deterministic alternating reproduction
1747,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample19/19-183.png,18,sample19,183,91,183,5a0de9d32e41f9cc9fcfb3a237c9c70d1a04271c740e5684bae7c89f85996b98,alternating_b,deterministic alternating reproduction
1748,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample20/20-002.png,19,sample20,002,0,002,688d5b34b689f3fb883a00f1c6d046083e20af260d216ca1719e67bcb91a2e63,alternating_a,deterministic alternating reproduction
1749,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample20/20-011.png,19,sample20,011,1,011,ceec0cea636acc9c84bee55fdfb001f4d6b5740fb4c7f56c744eb9590ccdfc53,alternating_b,deterministic alternating reproduction
1750,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample20/20-014.png,19,sample20,014,2,014,af5c3035db3752f00aef4e45400383d420b70646d06467e62e2a762091e95aec,alternating_a,deterministic alternating reproduction
1751,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample20/20-016.png,19,sample20,016,3,016,4e4094886550742255c960363b0431ac7ea82a93c5457095a4b492285e4cfbf4,alternating_b,deterministic alternating reproduction
1752,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample20/20-017.png,19,sample20,017,4,017,e30460bda2af5d8d48ff6dc0a0a4704eb3ea7914b5f1aeaa02a8fca20b32b34f,alternating_a,deterministic alternating reproduction
